CompetitorNumber,CompetitorName,DogName,CountryCode,IntermediateTime1,IntermediateTime2,IntermediateTime3,FinishTime,FaultCount,RefusalCount,IsEliminated,Placement
366,Name0366,Dog0366,NL,6.717,24.427,31.977,42.982,5,5,False,338
243,Name0243,Dog0243,NL,4.046,22.584,30.730,43.006,5,5,False,339
359,Name0359,Dog0359,NL,7.476,12.989,32.082,43.008,5,5,False,340
523,Name0523,Dog0523,NL,12.069,24.540,28.103,43.026,5,5,False,341
811,Name0811,Dog0811,NL,10.254,25.313,33.864,43.040,5,5,False,342
700,Name0700,Dog0700,NL,14.925,29.398,38.184,43.072,5,5,False,343
522,Name0522,Dog0522,NL,8.076,24.445,30.512,43.121,5,5,False,344
456,Name0456,Dog0456,NL,3.258,8.153,26.850,43.209,5,5,False,345
853,Name0853,Dog0853,NL,7.890,13.561,33.366,43.256,5,5,False,346
71,Name0071,Dog0071,NL,5.415,22.401,36.481,43.271,5,5,False,347
710,Name0710,Dog0710,NL,15.362,24.524,34.388,43.441,5,5,False,348
903,Name0903,Dog0903,NL,13.836,21.548,37.280,43.567,5,5,False,349
343,Name0343,Dog0343,NL,7.979,22.255,32.811,43.637,5,5,False,350
605,Name0605,Dog0605,NL,17.107,29.616,37.281,43.697,5,5,False,351
142,Name0142,Dog0142,NL,5.247,22.488,35.786,43.716,5,5,False,352
38,Name0038,Dog0038,NL,14.160,30.384,38.775,43.744,5,5,False,353
532,Name0532,Dog0532,NL,15.350,23.049,38.323,43.775,5,5,False,354
923,Name0923,Dog0923,NL,7.299,21.458,31.555,43.838,5,5,False,355
98,Name0098,Dog0098,NL,8.928,17.075,26.653,43.894,5,5,False,356
285,Name0285,Dog0285,NL,3.865,8.036,27.367,43.904,5,5,False,357
14,Name0014,Dog0014,NL,15.272,25.721,32.304,43.910,5,5,False,358
418,Name0418,Dog0418,NL,19.972,28.327,39.598,43.913,5,5,False,359
61,Name0061,Dog0061,NL,16.829,21.347,39.614,43.916,5,5,False,360
550,Name0550,Dog0550,NL,8.376,18.279,33.293,43.927,5,5,False,361
461,Name0461,Dog0461,NL,8.164,25.007,30.377,43.977,5,5,False,362
937,Name0937,Dog0937,NL,16.010,20.407,28.380,43.985,5,5,False,363
250,Name0250,Dog0250,NL,12.358,22.134,34.258,44.010,5,5,False,364
983,Name0983,Dog0983,NL,16.267,21.477,31.125,44.026,5,5,False,365
374,Name0374,Dog0374,NL,9.866,25.746,29.707,44.041,5,5,False,366
629,Name0629,Dog0629,NL,10.103,17.764,27.956,44.150,5,5,False,367
785,Name0785,Dog0785,NL,14.146,19.466,27.645,44.152,5,5,False,368
143,Name0143,Dog0143,NL,18.926,22.496,29.213,44.156,5,5,False,369
145,Name0145,Dog0145,NL,5.236,20.337,30.566,44.161,5,5,False,370
861,Name0861,Dog0861,NL,6.698,24.802,38.235,44.222,5,5,False,371
912,Name0912,Dog0912,NL,5.470,10.638,30.314,44.227,5,5,False,372
242,Name0242,Dog0242,NL,4.026,18.360,34.395,44.239,5,5,False,373
441,Name0441,Dog0441,NL,10.060,27.213,37.452,44.251,5,5,False,374
543,Name0543,Dog0543,NL,5.439,12.758,27.027,44.281,5,5,False,375
102,Name0102,Dog0102,NL,8.434,23.383,35.130,44.293,5,5,False,376
977,Name0977,Dog0977,NL,14.602,20.798,33.909,44.298,5,5,False,377
200,Name0200,Dog0200,NL,13.708,31.129,38.256,44.303,5,5,False,378
667,Name0667,Dog0667,NL,8.732,22.507,34.724,44.304,5,5,False,379
213,Name0213,Dog0213,NL,9.632,28.368,40.234,44.366,5,5,False,380
898,Name0898,Dog0898,NL,8.330,22.694,41.036,44.368,5,5,False,381
454,Name0454,Dog0454,NL,15.313,20.454,39.976,44.414,5,5,False,382
867,Name0867,Dog0867,NL,10.266,24.723,36.520,44.571,5,5,False,383
951,Name0951,Dog0951,NL,14.808,20.793,25.450,44.611,5,5,False,384
363,Name0363,Dog0363,NL,11.170,18.922,26.952,44.622,5,5,False,385
115,Name0115,Dog0115,NL,18.149,35.886,39.945,44.652,5,5,False,386
460,Name0460,Dog0460,NL,11.084,19.890,30.938,44.663,5,5,False,387
869,Name0869,Dog0869,NL,3.728,21.015,32.006,44.663,5,5,False,387
205,Name0205,Dog0205,NL,7.474,19.297,36.928,44.668,5,5,False,388
662,Name0662,Dog0662,NL,10.737,21.893,40.339,44.703,5,5,False,389
70,Name0070,Dog0070,NL,17.077,23.051,27.374,44.735,5,5,False,390
895,Name0895,Dog0895,NL,14.431,22.632,28.687,44.751,5,5,False,391
723,Name0723,Dog0723,NL,11.878,19.110,33.346,44.794,5,5,False,392
924,Name0924,Dog0924,NL,4.970,22.865,41.388,44.795,5,5,False,393
891,Name0891,Dog0891,NL,11.328,21.690,38.188,44.853,5,5,False,394
695,Name0695,Dog0695,NL,19.417,32.016,36.718,44.875,5,5,False,395
402,Name0402,Dog0402,NL,17.865,21.184,28.995,44.878,5,5,False,396
389,Name0389,Dog0389,NL,12.218,18.771,36.145,44.886,5,5,False,397
910,Name0910,Dog0910,NL,5.465,23.034,35.330,44.967,5,5,False,398
163,Name0163,Dog0163,NL,7.268,23.472,26.655,45.044,5,5,False,399
860,Name0860,Dog0860,NL,17.419,30.869,39.879,45.106,5,5,False,400
75,Name0075,Dog0075,NL,5.531,15.095,29.430,45.110,5,5,False,401
76,Name0076,Dog0076,NL,5.531,15.095,29.430,45.110,5,5,False,401
256,Name0256,Dog0256,NL,4.996,22.781,33.439,45.119,5,5,False,402
529,Name0529,Dog0529,NL,5.668,22.041,34.482,45.137,5,5,False,403
746,Name0746,Dog0746,NL,9.589,21.219,36.570,45.152,5,5,False,404
935,Name0935,Dog0935,NL,11.328,26.572,33.186,45.166,5,5,False,405
944,Name0944,Dog0944,NL,13.339,27.915,33.417,45.175,5,5,False,406
868,Name0868,Dog0868,NL,14.650,33.666,41.236,45.220,5,5,False,407
620,Name0620,Dog0620,NL,8.222,15.810,27.999,45.288,5,5,False,408
410,Name0410,Dog0410,NL,14.306,25.064,36.009,45.314,5,5,False,409
101,Name0101,Dog0101,NL,19.000,25.435,40.631,45.345,5,5,False,410
326,Name0326,Dog0326,NL,19.298,34.546,41.255,45.347,5,5,False,411
37,Name0037,Dog0037,NL,7.340,21.225,36.957,45.351,5,5,False,412
790,Name0790,Dog0790,NL,10.270,14.476,30.053,45.360,5,5,False,413
501,Name0501,Dog0501,NL,10.882,17.167,35.575,45.413,5,5,False,414
809,Name0809,Dog0809,NL,4.211,18.874,34.554,45.414,5,5,False,415
236,Name0236,Dog0236,NL,17.807,34.307,38.958,45.434,5,5,False,416
356,Name0356,Dog0356,NL,11.315,14.556,31.342,45.435,5,5,False,417
653,Name0653,Dog0653,NL,7.342,22.144,27.889,45.518,5,5,False,418
997,Name0997,Dog0997,NL,15.856,35.039,40.825,45.518,5,5,False,418
336,Name0336,Dog0336,NL,6.223,22.146,36.900,45.532,5,5,False,419
330,Name0330,Dog0330,NL,8.250,12.406,27.870,45.538,5,5,False,420
649,Name0649,Dog0649,NL,4.813,14.262,32.693,45.601,5,5,False,421
65,Name0065,Dog0065,NL,15.724,19.467,32.464,45.626,5,5,False,422
493,Name0493,Dog0493,NL,9.357,26.926,37.208,45.707,5,5,False,423
551,Name0551,Dog0551,NL,7.198,13.976,28.496,45.710,5,5,False,424
528,Name0528,Dog0528,NL,14.829,19.486,33.186,45.746,5,5,False,425
413,Name0413,Dog0413,NL,11.348,22.134,27.724,45.757,5,5,False,426
508,Name0508,Dog0508,NL,15.465,32.923,42.667,45.801,5,5,False,427
341,Name0341,Dog0341,NL,18.189,35.462,41.505,45.804,5,5,False,428
409,Name0409,Dog0409,NL,18.323,23.015,37.120,45.811,5,5,False,429
600,Name0600,Dog0600,NL,13.741,28.737,33.526,45.828,5,5,False,430
601,Name0601,Dog0601,NL,13.741,28.737,33.526,45.828,5,5,False,430
28,Name0028,Dog0028,NL,18.342,28.949,39.741,45.878,5,5,False,431
841,Name0841,Dog0841,NL,10.376,15.979,35.332,45.904,5,5,False,432
90,Name0090,Dog0090,NL,15.718,20.913,35.379,45.952,5,5,False,433
16,Name0016,Dog0016,NL,11.000,28.828,41.351,46.003,5,5,False,434
947,Name0947,Dog0947,NL,4.978,24.794,39.153,46.004,5,5,False,435
728,Name0728,Dog0728,NL,8.974,20.885,39.716,46.007,5,5,False,436
961,Name0961,Dog0961,NL,19.486,27.443,38.821,46.010,5,5,False,437
619,Name0619,Dog0619,NL,19.569,25.489,33.980,46.020,5,5,False,438
783,Name0783,Dog0783,NL,10.356,25.140,32.700,46.034,5,5,False,439
126,Name0126,Dog0126,NL,17.968,25.997,41.425,46.062,5,5,False,440
808,Name0808,Dog0808,NL,18.562,28.442,41.788,46.077,5,5,False,441
953,Name0953,Dog0953,NL,11.084,27.786,33.902,46.088,5,5,False,442
187,Name0187,Dog0187,NL,5.661,25.063,29.300,46.139,5,5,False,443
476,Name0476,Dog0476,NL,14.826,29.285,35.543,46.144,5,5,False,444
722,Name0722,Dog0722,NL,13.294,26.227,38.758,46.144,5,5,False,444
591,Name0591,Dog0591,NL,14.078,19.353,30.382,46.158,5,5,False,445
278,Name0278,Dog0278,NL,5.347,19.290,37.583,46.214,5,5,False,446
520,Name0520,Dog0520,NL,6.792,21.932,38.868,46.233,5,5,False,447
479,Name0479,Dog0479,NL,12.610,26.169,32.170,46.246,5,5,False,448
899,Name0899,Dog0899,NL,13.646,29.517,36.795,46.251,5,5,False,449
307,Name0307,Dog0307,NL,8.952,28.019,42.006,46.387,5,5,False,450
739,Name0739,Dog0739,NL,8.636,14.039,32.832,46.401,5,5,False,451
921,Name0921,Dog0921,NL,12.635,20.762,27.255,46.454,5,5,False,452
534,Name0534,Dog0534,NL,15.378,21.553,34.352,46.471,5,5,False,453
212,Name0212,Dog0212,NL,12.219,17.975,31.454,46.491,5,5,False,454
784,Name0784,Dog0784,NL,8.168,13.765,29.332,46.496,5,5,False,455
871,Name0871,Dog0871,NL,10.890,30.219,37.333,46.505,5,5,False,456
652,Name0652,Dog0652,NL,4.702,23.317,40.707,46.530,5,5,False,457
663,Name0663,Dog0663,NL,9.240,20.689,31.884,46.578,5,5,False,458
392,Name0392,Dog0392,NL,19.807,38.359,42.064,46.600,5,5,False,459
121,Name0121,Dog0121,NL,12.469,30.364,40.529,46.610,5,5,False,460
129,Name0129,Dog0129,NL,18.638,29.198,37.970,46.639,5,5,False,461
715,Name0715,Dog0715,NL,10.256,26.372,32.909,46.649,5,5,False,462
206,Name0206,Dog0206,NL,5.746,18.853,38.833,46.662,5,5,False,463
51,Name0051,Dog0051,NL,18.734,23.579,42.007,46.663,5,5,False,464
91,Name0091,Dog0091,NL,5.206,22.457,37.821,46.681,5,5,False,465
671,Name0671,Dog0671,NL,9.678,22.906,32.787,46.716,5,5,False,466
888,Name0888,Dog0888,NL,9.396,16.046,29.507,46.717,5,5,False,467
320,Name0320,Dog0320,NL,11.683,17.595,29.666,46.745,5,5,False,468
698,Name0698,Dog0698,NL,17.573,28.786,40.761,46.749,5,5,False,469
942,Name0942,Dog0942,NL,3.118,18.262,36.980,46.758,5,5,False,470
287,Name0287,Dog0287,NL,18.760,26.691,33.912,46.769,5,5,False,471
15,Name0015,Dog0015,NL,6.174,13.477,32.865,46.828,5,5,False,472
358,Name0358,Dog0358,NL,8.154,25.733,37.453,46.865,5,5,False,473
394,Name0394,Dog0394,NL,14.947,29.480,37.003,46.899,5,5,False,474
239,Name0239,Dog0239,NL,8.603,12.845,29.205,46.905,5,5,False,475
505,Name0505,Dog0505,NL,8.376,27.243,34.543,46.929,5,5,False,476
29,Name0029,Dog0029,NL,19.080,23.725,35.489,46.930,5,5,False,477
302,Name0302,Dog0302,NL,9.712,18.927,34.317,46.981,5,5,False,478
400,Name0400,Dog0400,NL,5.150,20.781,38.972,47.003,5,5,False,479
373,Name0373,Dog0373,NL,9.483,27.248,33.629,47.030,5,5,False,480
788,Name0788,Dog0788,NL,16.439,23.158,40.331,47.032,5,5,False,481
770,Name0770,Dog0770,NL,14.807,30.706,41.343,47.054,5,5,False,482
134,Name0134,Dog0134,NL,17.469,27.124,43.091,47.061,5,5,False,483
396,Name0396,Dog0396,NL,5.149,20.503,38.095,47.092,5,5,False,484
930,Name0930,Dog0930,NL,4.410,13.400,27.718,47.116,5,5,False,485
122,Name0122,Dog0122,NL,19.843,24.341,42.348,47.128,5,5,False,486
147,Name0147,Dog0147,NL,10.490,22.081,36.879,47.160,5,5,False,487
755,Name0755,Dog0755,NL,9.541,22.866,40.797,47.180,5,5,False,488
252,Name0252,Dog0252,NL,7.965,25.884,36.083,47.217,5,5,False,489
191,Name0191,Dog0191,NL,14.141,24.057,34.398,47.218,5,5,False,490
575,Name0575,Dog0575,NL,12.794,18.315,32.897,47.225,5,5,False,491
701,Name0701,Dog0701,NL,18.792,32.968,43.570,47.273,5,5,False,492
224,Name0224,Dog0224,NL,14.659,25.806,41.075,47.275,5,5,False,493
553,Name0553,Dog0553,NL,7.506,21.945,33.487,47.280,5,5,False,494
262,Name0262,Dog0262,NL,8.669,15.700,34.804,47.369,5,5,False,495
777,Name0777,Dog0777,NL,12.863,18.233,31.832,47.518,5,5,False,496
792,Name0792,Dog0792,NL,19.934,28.962,37.223,47.547,5,5,False,497
97,Name0097,Dog0097,NL,3.322,19.980,38.952,47.591,5,5,False,498
831,Name0831,Dog0831,NL,17.969,31.649,41.118,47.648,5,5,False,499
408,Name0408,Dog0408,NL,15.380,33.045,42.312,47.659,5,5,False,500
927,Name0927,Dog0927,NL,14.787,32.105,41.667,47.679,5,5,False,501
331,Name0331,Dog0331,NL,15.282,19.351,30.882,47.695,5,5,False,502
818,Name0818,Dog0818,NL,11.746,27.557,44.684,47.717,5,5,False,503
317,Name0317,Dog0317,NL,8.196,13.885,32.129,47.776,5,5,False,504
19,Name0019,Dog0019,NL,11.181,23.714,30.612,47.811,5,5,False,505
549,Name0549,Dog0549,NL,3.497,21.717,37.347,47.856,5,5,False,506
628,Name0628,Dog0628,NL,11.262,16.635,30.013,47.858,5,5,False,507
911,Name0911,Dog0911,NL,12.086,30.115,42.246,47.865,5,5,False,508
148,Name0148,Dog0148,NL,4.601,24.507,33.005,47.869,5,5,False,509
195,Name0195,Dog0195,NL,16.456,30.824,36.315,47.990,5,5,False,510
462,Name0462,Dog0462,NL,6.093,13.917,28.856,47.991,5,5,False,511
829,Name0829,Dog0829,NL,12.708,30.885,42.840,48.036,5,5,False,512
208,Name0208,Dog0208,NL,8.084,13.274,32.168,48.042,5,5,False,513
741,Name0741,Dog0741,NL,6.533,17.059,33.106,48.056,5,5,False,514
939,Name0939,Dog0939,NL,8.273,25.396,43.930,48.068,5,5,False,515
688,Name0688,Dog0688,NL,18.150,30.506,40.400,48.083,5,5,False,516
491,Name0491,Dog0491,NL,4.594,11.673,29.217,48.123,5,5,False,517
797,Name0797,Dog0797,NL,9.026,27.067,34.506,48.144,5,5,False,518
988,Name0988,Dog0988,NL,10.136,27.929,39.921,48.162,5,5,False,519
577,Name0577,Dog0577,NL,11.625,23.497,41.172,48.190,5,5,False,520
64,Name0064,Dog0064,NL,4.339,21.843,36.847,48.235,5,5,False,521
120,Name0120,Dog0120,NL,19.346,31.202,40.805,48.263,5,5,False,522
644,Name0644,Dog0644,NL,16.086,36.039,44.215,48.391,5,5,False,523
415,Name0415,Dog0415,NL,12.009,21.297,36.341,48.465,5,5,False,524
279,Name0279,Dog0279,NL,15.923,19.470,28.736,48.485,5,5,False,525
525,Name0525,Dog0525,NL,17.711,29.462,45.079,48.534,5,5,False,526
526,Name0526,Dog0526,NL,17.711,29.462,45.079,48.534,5,5,False,526
297,Name0297,Dog0297,NL,16.354,20.446,36.625,48.553,5,5,False,527
512,Name0512,Dog0512,NL,6.247,26.100,36.680,48.586,5,5,False,528
246,Name0246,Dog0246,NL,5.654,21.302,37.798,48.608,5,5,False,529
321,Name0321,Dog0321,NL,3.015,11.895,29.752,48.628,5,5,False,530
483,Name0483,Dog0483,NL,18.443,28.274,42.811,48.629,5,5,False,531
909,Name0909,Dog0909,NL,17.352,25.782,45.019,48.646,5,5,False,532
319,Name0319,Dog0319,NL,10.722,20.895,28.709,48.652,5,5,False,533
475,Name0475,Dog0475,NL,15.174,33.763,38.879,48.678,5,5,False,534
306,Name0306,Dog0306,NL,14.442,20.573,38.332,48.681,5,5,False,535
369,Name0369,Dog0369,NL,16.169,27.012,38.682,48.726,5,5,False,536
43,Name0043,Dog0043,NL,13.853,19.758,31.081,48.756,5,5,False,537
312,Name0312,Dog0312,NL,14.360,22.791,29.339,48.775,5,5,False,538
258,Name0258,Dog0258,NL,19.770,25.743,33.200,48.811,5,5,False,539
46,Name0046,Dog0046,NL,12.989,20.160,29.637,48.884,5,5,False,540
726,Name0726,Dog0726,NL,10.246,25.784,33.491,48.903,5,5,False,541
587,Name0587,Dog0587,NL,4.580,14.752,29.815,48.907,5,5,False,542
174,Name0174,Dog0174,NL,9.096,27.228,40.420,48.945,5,5,False,543
351,Name0351,Dog0351,NL,11.328,27.853,44.573,48.981,5,5,False,544
648,Name0648,Dog0648,NL,19.191,36.494,45.254,49.060,5,5,False,545
488,Name0488,Dog0488,NL,19.995,35.932,43.163,49.066,5,5,False,546
426,Name0426,Dog0426,NL,14.307,18.113,35.122,49.164,5,5,False,547
288,Name0288,Dog0288,NL,7.213,17.161,36.471,49.185,5,5,False,548
920,Name0920,Dog0920,NL,19.348,24.944,32.252,49.240,5,5,False,549
627,Name0627,Dog0627,NL,12.097,30.987,44.053,49.296,5,5,False,550
971,Name0971,Dog0971,NL,6.416,22.740,38.176,49.299,5,5,False,551
349,Name0349,Dog0349,NL,18.972,24.431,29.412,49.311,5,5,False,552
799,Name0799,Dog0799,NL,13.205,32.694,44.122,49.312,5,5,False,553
266,Name0266,Dog0266,NL,7.481,21.323,34.513,49.421,5,5,False,554
681,Name0681,Dog0681,NL,8.997,21.613,31.549,49.443,5,5,False,555
407,Name0407,Dog0407,NL,8.118,27.886,45.120,49.469,5,5,False,556
214,Name0214,Dog0214,NL,14.415,20.897,35.309,49.471,5,5,False,557
154,Name0154,Dog0154,NL,15.194,19.925,38.656,49.477,5,5,False,558
160,Name0160,Dog0160,NL,7.000,21.258,39.570,49.547,5,5,False,559
130,Name0130,Dog0130,NL,7.143,18.965,32.833,49.584,5,5,False,560
277,Name0277,Dog0277,NL,13.038,25.343,40.288,49.613,5,5,False,561
740,Name0740,Dog0740,NL,17.873,30.515,40.792,49.639,5,5,False,562
535,Name0535,Dog0535,NL,19.534,29.928,33.192,49.661,5,5,False,563
636,Name0636,Dog0636,NL,8.512,14.554,30.020,49.842,5,5,False,564
666,Name0666,Dog0666,NL,19.303,24.074,42.040,49.852,5,5,False,565
802,Name0802,Dog0802,NL,17.483,24.085,37.209,49.859,5,5,False,566
568,Name0568,Dog0568,NL,12.069,17.434,36.321,49.873,5,5,False,567
109,Name0109,Dog0109,NL,12.025,20.361,34.660,49.929,5,5,False,568
179,Name0179,Dog0179,NL,12.621,24.084,37.728,49.930,5,5,False,569
401,Name0401,Dog0401,NL,6.877,18.213,35.785,49.932,5,5,False,570
630,Name0630,Dog0630,NL,14.646,32.908,39.801,49.937,5,5,False,571
125,Name0125,Dog0125,NL,12.526,29.880,39.065,49.976,5,5,False,572
99,Name0099,Dog0099,NL,15.157,19.600,31.073,50.012,5,5,False,573
504,Name0504,Dog0504,NL,8.838,28.600,40.756,50.163,5,5,False,574
913,Name0913,Dog0913,NL,16.489,29.697,43.472,50.189,5,5,False,575
796,Name0796,Dog0796,NL,17.988,27.630,39.140,50.310,5,5,False,576
459,Name0459,Dog0459,NL,7.838,25.775,35.055,50.371,5,5,False,577
810,Name0810,Dog0810,NL,11.993,27.755,41.341,50.380,5,5,False,578
573,Name0573,Dog0573,NL,11.575,30.331,35.793,50.419,5,5,False,579
348,Name0348,Dog0348,NL,7.479,15.319,32.280,50.474,5,5,False,580
753,Name0753,Dog0753,NL,11.702,23.738,35.716,50.488,5,5,False,581
104,Name0104,Dog0104,NL,15.823,30.232,40.091,50.505,5,5,False,582
789,Name0789,Dog0789,NL,14.399,29.453,35.756,50.519,5,5,False,583
447,Name0447,Dog0447,NL,11.516,21.754,41.110,50.526,5,5,False,584
776,Name0776,Dog0776,NL,18.691,21.707,36.352,50.543,5,5,False,585
887,Name0887,Dog0887,NL,12.211,23.024,39.754,50.610,5,5,False,586
732,Name0732,Dog0732,NL,9.510,16.887,34.572,50.622,5,5,False,587
775,Name0775,Dog0775,NL,18.772,28.123,43.805,50.662,5,5,False,588
593,Name0593,Dog0593,NL,9.608,25.682,37.338,50.668,5,5,False,589
743,Name0743,Dog0743,NL,12.388,15.754,34.225,50.740,5,5,False,590
835,Name0835,Dog0835,NL,4.351,23.793,42.789,50.759,5,5,False,591
696,Name0696,Dog0696,NL,18.996,33.238,46.314,50.790,5,5,False,592
640,Name0640,Dog0640,NL,5.170,23.780,38.791,50.831,5,5,False,593
429,Name0429,Dog0429,NL,15.577,23.426,37.484,50.838,5,5,False,594
111,Name0111,Dog0111,NL,12.114,23.588,37.181,50.853,5,5,False,595
233,Name0233,Dog0233,NL,13.956,19.378,33.744,50.870,5,5,False,596
692,Name0692,Dog0692,NL,13.263,20.787,36.963,50.906,5,5,False,597
517,Name0517,Dog0517,NL,9.398,22.249,30.936,50.918,5,5,False,598
614,Name0614,Dog0614,NL,14.912,30.520,35.707,50.936,5,5,False,599
725,Name0725,Dog0725,NL,7.414,26.023,34.184,50.965,5,5,False,600
89,Name0089,Dog0089,NL,15.460,35.201,48.006,51.019,5,5,False,601
372,Name0372,Dog0372,NL,15.733,23.513,32.265,51.065,5,5,False,602
325,Name0325,Dog0325,NL,19.777,28.950,47.518,51.115,5,5,False,603
77,Name0077,Dog0077,NL,8.017,27.714,43.312,51.140,5,5,False,604
433,Name0433,Dog0433,NL,6.326,12.580,31.605,51.167,5,5,False,605
982,Name0982,Dog0982,NL,18.612,33.666,37.725,51.168,5,5,False,606
547,Name0547,Dog0547,NL,14.757,34.008,47.535,51.241,5,5,False,607
390,Name0390,Dog0390,NL,12.857,25.618,39.853,51.246,5,5,False,608
819,Name0819,Dog0819,NL,19.850,38.885,46.580,51.274,5,5,False,609
918,Name0918,Dog0918,NL,7.360,25.880,31.799,51.306,5,5,False,610
361,Name0361,Dog0361,NL,18.590,32.452,46.462,51.323,5,5,False,611
521,Name0521,Dog0521,NL,4.066,23.958,32.805,51.348,5,5,False,612
542,Name0542,Dog0542,NL,9.007,16.603,31.973,51.456,5,5,False,613
365,Name0365,Dog0365,NL,6.414,17.869,32.006,51.484,5,5,False,614
885,Name0885,Dog0885,NL,14.623,32.600,37.113,51.489,5,5,False,615
940,Name0940,Dog0940,NL,16.716,30.495,48.464,51.493,5,5,False,616
599,Name0599,Dog0599,NL,10.738,28.666,38.914,51.498,5,5,False,617
66,Name0066,Dog0066,NL,19.678,24.638,42.173,51.521,5,5,False,618
794,Name0794,Dog0794,NL,18.221,33.746,44.787,51.549,5,5,False,619
884,Name0884,Dog0884,NL,17.225,26.327,41.940,51.570,5,5,False,620
300,Name0300,Dog0300,NL,14.713,24.362,37.409,51.577,5,5,False,621
301,Name0301,Dog0301,NL,14.713,24.362,37.409,51.577,5,5,False,621
453,Name0453,Dog0453,NL,7.281,17.341,32.881,51.611,5,5,False,622
263,Name0263,Dog0263,NL,15.757,23.414,39.451,51.639,5,5,False,623
821,Name0821,Dog0821,NL,19.220,24.882,40.213,51.670,5,5,False,624
613,Name0613,Dog0613,NL,17.963,26.817,32.150,51.671,5,5,False,625
973,Name0973,Dog0973,NL,14.716,28.280,41.599,51.686,5,5,False,626
291,Name0291,Dog0291,NL,9.399,27.615,36.617,51.724,5,5,False,627
5,Name0005,Dog0005,NL,19.970,34.435,46.473,51.730,5,5,False,628
782,Name0782,Dog0782,NL,17.675,30.265,39.650,51.734,5,5,False,629
406,Name0406,Dog0406,NL,16.970,27.221,38.893,51.749,5,5,False,630
890,Name0890,Dog0890,NL,16.041,32.423,43.952,51.752,5,5,False,631
274,Name0274,Dog0274,NL,14.457,24.380,41.112,51.772,5,5,False,632
192,Name0192,Dog0192,NL,8.106,16.183,36.096,51.898,5,5,False,633
929,Name0929,Dog0929,NL,10.232,18.202,36.994,51.917,5,5,False,634
748,Name0748,Dog0748,NL,12.275,24.081,36.413,51.937,5,5,False,635
862,Name0862,Dog0862,NL,17.714,27.644,40.510,52.022,5,5,False,636
184,Name0184,Dog0184,NL,18.468,25.977,35.292,52.045,5,5,False,637
314,Name0314,Dog0314,NL,12.503,24.023,36.690,52.061,5,5,False,638
436,Name0436,Dog0436,NL,18.740,34.933,39.804,52.126,5,5,False,639
717,Name0717,Dog0717,NL,14.444,32.065,36.823,52.264,5,5,False,640
933,Name0933,Dog0933,NL,8.194,27.932,45.781,52.324,5,5,False,641
355,Name0355,Dog0355,NL,12.686,21.435,37.907,52.349,5,5,False,642
579,Name0579,Dog0579,NL,3.006,17.952,35.057,52.354,5,5,False,643
554,Name0554,Dog0554,NL,4.900,19.759,34.983,52.357,5,5,False,644
569,Name0569,Dog0569,NL,13.959,32.313,44.895,52.362,5,5,False,645
324,Name0324,Dog0324,NL,4.237,22.600,35.438,52.397,5,5,False,646
631,Name0631,Dog0631,NL,19.857,36.717,47.053,52.432,5,5,False,647
60,Name0060,Dog0060,NL,16.370,21.729,38.255,52.461,5,5,False,648
299,Name0299,Dog0299,NL,8.235,24.854,34.031,52.473,5,5,False,649
750,Name0750,Dog0750,NL,9.449,23.412,36.430,52.498,5,5,False,650
751,Name0751,Dog0751,NL,9.449,23.412,36.430,52.498,5,5,False,650
289,Name0289,Dog0289,NL,8.276,24.575,40.203,52.501,5,5,False,651
795,Name0795,Dog0795,NL,4.456,18.417,35.012,52.505,5,5,False,652
540,Name0540,Dog0540,NL,17.305,32.314,41.297,52.578,5,5,False,653
673,Name0673,Dog0673,NL,12.776,27.008,38.453,52.614,5,5,False,654
943,Name0943,Dog0943,NL,18.774,29.533,48.583,52.738,5,5,False,655
443,Name0443,Dog0443,NL,18.086,24.117,38.798,52.747,5,5,False,656
94,Name0094,Dog0094,NL,16.384,21.477,35.398,52.785,5,5,False,657
86,Name0086,Dog0086,NL,7.866,23.992,38.890,52.824,5,5,False,658
155,Name0155,Dog0155,NL,5.756,21.938,33.897,52.943,5,5,False,659
254,Name0254,Dog0254,NL,10.773,28.256,33.109,52.957,5,5,False,660
381,Name0381,Dog0381,NL,19.457,25.686,38.428,52.976,5,5,False,661
84,Name0084,Dog0084,NL,19.016,31.911,36.196,52.991,5,5,False,662
49,Name0049,Dog0049,NL,18.796,37.878,45.926,53.081,5,5,False,663
660,Name0660,Dog0660,NL,13.587,32.175,46.426,53.094,5,5,False,664
994,Name0994,Dog0994,NL,19.119,25.130,33.877,53.108,5,5,False,665
133,Name0133,Dog0133,NL,13.948,21.012,34.984,53.113,5,5,False,666
738,Name0738,Dog0738,NL,18.039,35.154,42.831,53.132,5,5,False,667
199,Name0199,Dog0199,NL,7.305,21.476,33.386,53.180,5,5,False,668
876,Name0876,Dog0876,NL,19.687,23.143,37.954,53.203,5,5,False,669
864,Name0864,Dog0864,NL,4.776,22.152,38.298,53.293,5,5,False,670
7,Name0007,Dog0007,NL,12.763,22.738,34.881,53.348,5,5,False,671
55,Name0055,Dog0055,NL,18.870,32.403,40.007,53.367,5,5,False,672
313,Name0313,Dog0313,NL,19.254,30.680,42.739,53.378,5,5,False,673
846,Name0846,Dog0846,NL,10.331,17.265,35.583,53.388,5,5,False,674
607,Name0607,Dog0607,NL,17.487,30.418,49.467,53.397,5,5,False,675
495,Name0495,Dog0495,NL,12.830,17.943,36.335,53.398,5,5,False,676
